rock_type,sigma_log10_K,p_sigma_log10_K
Clay,0.263,6.23199205005509e-17
Clay,0.264,1.30412869171986e-16
Clay,0.265,1.98505817843421e-16
Clay,0.266,2.66598766514856e-16
Clay,0.267,2.64481573732053e-16
Clay,0.268,2.50475249444417e-16
Clay,0.269,2.36468925156781e-16
Clay,0.27,2.22462600869144e-16
Clay,0.271,1.95369473894291e-16
Clay,0.272,1.67460122219613e-16
Clay,0.273,1.39550770544934e-16
Clay,0.274,1.14661232784865e-16
Clay,0.275,1.96975088993299e-16
Clay,0.276,2.79288945201733e-16
Clay,0.277,3.61602801410168e-16
Clay,0.278,4.37541075001007e-16
Clay,0.279,4.6368384987169e-16
Clay,0.28,4.89826624742373e-16
Clay,0.281,5.15969399613055e-16
Clay,0.282,5.23155449967484e-16
Clay,0.283,4.54328752016561e-16
Clay,0.284,3.85502054065638e-16
Clay,0.285,3.16675356114716e-16
Clay,0.286,2.70428707572732e-16
Clay,0.287,2.80632182553083e-16
Clay,0.288,2.90835657533434e-16
Clay,0.289,3.01039132513784e-16
Clay,0.29,3.01328034148096e-16
Clay,0.291,2.84866525024099e-16
Clay,0.292,2.68405015900102e-16
Clay,0.293,2.51943506776106e-16
Clay,0.294,2.53038925787032e-16
Clay,0.295,2.74917546051693e-16
Clay,0.296,2.96796166316353e-16
Clay,0.297,3.18674786581013e-16
Clay,0.298,2.90572895498829e-16
Clay,0.299,2.20580863611558e-16
Clay,0.3,1.50588831724286e-16
Clay,0.301,8.05967998370146e-17
Clay,0.302,4.62168569298553e-17
Clay,0.303,3.27396619023266e-17
Clay,0.304,1.92624668747979e-17
Clay,0.305,5.7852718472692e-18
Clay,0.306,1.60215240462768e-18
Clay,0.307,1.1011120871462e-18
Clay,0.308,6.00071769664709e-19
Clay,0.309,9.90314521832221e-20
Clay,0.31,1.88104008560406e-17
Clay,0.311,4.22545833863737e-17
Clay,0.312,6.56987659167069e-17
Clay,0.313,8.914294844704e-17
Clay,0.314,1.03789734152669e-16
Clay,0.315,1.17332000873698e-16
Clay,0.316,1.30874267594728e-16
Clay,0.317,1.44416534315757e-16
Clay,0.318,1.57705465534687e-16
Clay,0.319,1.7098778357786e-16
Clay,0.32,1.84270101621033e-16
Clay,0.321,1.94412832866926e-16
Clay,0.322,1.55942607251743e-16
Clay,0.323,1.1747238163656e-16
Clay,0.324,7.90021560213769e-17
Clay,0.325,4.65782320926658e-17
Clay,0.326,4.93034753013039e-17
Clay,0.327,5.2028718509942e-17
Clay,0.328,5.47539617185801e-17
Clay,0.329,6.7948403633585e-17
Clay,0.33,1.15629617757792e-16
Clay,0.331,1.63310831881999e-16
Clay,0.332,2.10992046006206e-16
Clay,0.333,2.40102383316618e-16
Clay,0.334,2.29564468288384e-16
Clay,0.335,2.1902655326015e-16
Clay,0.336,2.08488638231916e-16
Clay,0.337,1.96449923516224e-16
Clay,0.338,1.8220713582958e-16
Clay,0.339,1.67964348142936e-16
Clay,0.34,1.53721560456292e-16
Clay,0.341,1.66810204681429e-16
Clay,0.342,2.08210292321156e-16
Clay,0.343,2.49610379960882e-16
Clay,0.344,2.91010467600608e-16
Clay,0.345,2.94772415879643e-16
Clay,0.346,2.70975590931872e-16
Clay,0.347,2.47178765984102e-16
Clay,0.348,2.23381941036332e-16
Clay,0.349,2.24694180769439e-16
Clay,0.35,2.387461229365e-16
Clay,0.351,2.5279806510356e-16
Clay,0.352,2.6685000727062e-16
Clay,0.353,2.49326550697801e-16
Clay,0.354,2.21250480446903e-16
Clay,0.355,1.93174410196005e-16
Clay,0.356,1.65098339945107e-16
Clay,0.357,1.54942055412206e-16
Clay,0.358,1.48310974627108e-16
Clay,0.359,1.41679893842009e-16
Clay,0.36,1.35048813056911e-16
Clay,0.361,1.18607248867435e-16
Clay,0.362,1.013325226054e-16
Clay,0.363,8.40577963433656e-17
Clay,0.364,6.67844564015167e-17
Clay,0.365,4.96868325432125e-17
Clay,0.366,3.25892086849083e-17
Clay,0.367,1.54915848266041e-17
Clay,0.368,2.37046558465408e-18
Clay,0.369,2.76060471212802e-17
Clay,0.37,5.28416286579063e-17
Clay,0.371,7.80772101945323e-17
Clay,0.372,9.82158872586277e-17
Clay,0.373,9.51414885184825e-17
Clay,0.374,9.20670897783374e-17
Clay,0.375,8.89926910381923e-17
Clay,0.376,8.888032393949e-17
Clay,0.377,9.69353234991772e-17
Clay,0.378,1.04990323058864e-16
Clay,0.379,1.13045322618552e-16
Clay,0.38,1.23408920284461e-16
Clay,0.381,1.38017773356813e-16
Clay,0.382,1.52626626429165e-16
Clay,0.383,1.67235479501517e-16
Clay,0.384,1.64344748821877e-16
Clay,0.385,1.39032676460001e-16
Clay,0.386,1.13720604098124e-16
Clay,0.387,8.84085317362472e-17
Clay,0.388,7.80688073624166e-17
Clay,0.389,8.13047567240141e-17
Clay,0.39,8.45407060856117e-17
Clay,0.391,8.77766554472092e-17
Clay,0.392,9.4157177811873e-17
Clay,0.393,1.02543373341954e-16
Clay,0.394,1.10929568872034e-16
Clay,0.395,1.19315764402115e-16
Clay,0.396,1.20019162751102e-16
Clay,0.397,1.1737752300158e-16
Clay,0.398,1.14735883252059e-16
Clay,0.399,1.12094243502537e-16
Clay,0.4,1.20953309732759e-16
Clay,0.401,1.3300382187236e-16
Clay,0.402,1.45054334011961e-16
Clay,0.403,1.57104846151562e-16
Clay,0.404,1.42396038826007e-16
Clay,0.405,1.23649226085667e-16
Clay,0.406,1.04902413345327e-16
Clay,0.407,8.61556006049873e-17
Clay,0.408,6.44957288128905e-17
Clay,0.409,4.26985612048299e-17
Clay,0.41,2.09013935967693e-17
Clay,0.411,7.03293338792875e-19
Clay,0.412,1.781676458273e-17
Clay,0.413,3.49302358266672e-17
Clay,0.414,5.20437070706044e-17
Clay,0.415,6.87621381670087e-17
Clay,0.416,8.27699860972662e-17
Clay,0.417,9.67778340275237e-17
Clay,0.418,1.1078568195778e-16
Clay,0.419,1.19887267759071e-16
Clay,0.42,1.10894198736102e-16
Clay,0.421,1.01901129713132e-16
Clay,0.422,9.2908060690162e-17
Clay,0.423,8.67332115196628e-17
Clay,0.424,8.71526284091925e-17
Clay,0.425,8.75720452987221e-17
Clay,0.426,8.79914621882518e-17
Clay,0.427,7.95566412416442e-17
Clay,0.428,5.70089742008897e-17
Clay,0.429,3.44613071601352e-17
Clay,0.43,1.19136401193807e-17
Clay,0.431,0
Clay,0.432,0
Clay,0.433,0
Clay,0.434,0
Clay,0.435,0
Clay,0.436,0
Clay,0.437,0
Clay,0.438,0
Clay,0.439,0
Clay,0.44,0
Clay,0.441,0
Clay,0.442,0
Clay,0.443,0
Clay,0.444,0
Clay,0.445,0
Clay,0.446,0
Clay,0.447,9.14180584589238e-18
Clay,0.448,2.0344354496374e-17
Clay,0.449,3.15469031468556e-17
Clay,0.45,4.27494517973371e-17
Clay,0.451,6.27092335516194e-17
Clay,0.452,8.36188236685695e-17
Clay,0.453,1.0452841378552e-16
Clay,0.454,1.2543800390247e-16
Clay,0.455,9.39484294663593e-17
Clay,0.456,6.18362906989277e-17
Clay,0.457,2.9724151931496e-17
Clay,0.458,4.00528036016999e-19
Clay,0.459,5.78657609929507e-18
Clay,0.46,1.11726241625732e-17
Clay,0.461,1.65586722258512e-17
Clay,0.462,2.57987388906332e-17
Clay,0.463,5.52019028730325e-17
Clay,0.464,8.46050668554317e-17
Clay,0.465,1.14008230837831e-16
Clay,0.466,1.42482576796549e-16
Clay,0.467,1.68118867682908e-16
Clay,0.468,1.93755158569267e-16
Clay,0.469,2.19391449455626e-16
Clay,0.47,2.20423379794411e-16
Clay,0.471,1.72101857505429e-16
Clay,0.472,1.23780335216447e-16
Clay,0.473,7.54588129274643e-17
Clay,0.474,6.91489893877716e-17
Clay,0.475,1.21145121588902e-16
Clay,0.476,1.73141253790032e-16
Clay,0.477,2.25137385991162e-16
Clay,0.478,2.29431149331606e-16
Clay,0.479,1.86947008324178e-16
Clay,0.48,1.44462867316751e-16
Clay,0.481,1.01978726309326e-16
Clay,0.482,1.07911118621135e-16
Clay,0.483,1.47350317104201e-16
Clay,0.484,1.86789515587267e-16
Clay,0.485,2.26228714070334e-16
Clay,0.486,2.07339444399208e-16
Clay,0.487,1.6063457575282e-16
Clay,0.488,1.13929707106432e-16
Clay,0.489,6.72248384600437e-17
Clay,0.49,5.15540949283254e-17
Clay,0.491,4.55118876501319e-17
Clay,0.492,3.94696803719383e-17
Clay,0.493,3.34274730937448e-17
Clay,0.494,8.73544011933908e-17
Clay,0.495,1.51921014602007e-16
Clay,0.496,2.16487628010622e-16
Clay,0.497,2.81054241419238e-16
Clay,0.498,2.42395172745571e-16
Clay,0.499,1.96609644848653e-16
Clay,0.5,1.50824116951735e-16
Clay,0.501,1.05453802265805e-16
Clay,0.502,7.8956815352032e-17
Clay,0.503,5.24598284382586e-17
Clay,0.504,2.59628415244852e-17
Clay,0.505,3.98603660729495e-18
Clay,0.506,1.94856496981261e-17
Clay,0.507,3.49852627889573e-17
Clay,0.508,5.04848758797885e-17
Clay,0.509,6.49655441055723e-17
Clay,0.51,7.520575491318e-17
Clay,0.511,8.54459657207877e-17
Clay,0.512,9.56861765283953e-17
Clay,0.513,9.57733140259777e-17
Clay,0.514,6.97322628655978e-17
Clay,0.515,4.3691211705218e-17
Clay,0.516,1.76501605448382e-17
Clay,0.517,1.03233047105827e-18
Clay,0.518,7.41364739833349e-19
Clay,0.519,4.50399008608427e-19
Clay,0.52,1.59433277383505e-19
Clay,0.521,0
Clay,0.522,0
Clay,0.523,0
Clay,0.524,0
Clay,0.525,8.09628082557683e-18
Clay,0.526,2.31406426505563e-17
Clay,0.527,3.81850044755359e-17
Clay,0.528,5.32293663005154e-17
Clay,0.529,5.65071574488217e-17
Clay,0.53,5.27028747102291e-17
Clay,0.531,4.88985919716366e-17
Clay,0.532,4.5094309233044e-17
Clay,0.533,3.67133964872591e-17
Clay,0.534,2.64665299093411e-17
Clay,0.535,1.62196633314232e-17
Clay,0.536,5.97279675350521e-18
Clay,0.537,2.8603826804284e-17
Clay,0.538,5.96360884260289e-17
Clay,0.539,9.06683500477737e-17
Clay,0.54,1.21700611669519e-16
Clay,0.541,1.54402880562997e-16
Clay,0.542,1.87327323372891e-16
Clay,0.543,2.20251766182786e-16
Clay,0.544,2.53176208992681e-16
Clay,0.545,2.0064466837397e-16
Clay,0.546,1.45350914149491e-16
Clay,0.547,9.00571599250132e-17
Clay,0.548,3.72640956462285e-17
Clay,0.549,2.76079329305981e-17
Clay,0.55,1.79517702149677e-17
Clay,0.551,8.29560749933732e-18
Clay,0.552,9.76266475981211e-19
Clay,0.553,7.90504660412187e-18
Clay,0.554,1.48338267322625e-17
Clay,0.555,2.17626068604032e-17
Clay,0.556,3.42579862600514e-17
Clay,0.557,6.57085959376692e-17
Clay,0.558,9.7159205615287e-17
Clay,0.559,1.28609815292905e-16
Clay,0.56,1.41095234739395e-16
Clay,0.561,1.11975768116367e-16
Clay,0.562,8.2856301493338e-17
Clay,0.563,5.37368348703093e-17
Clay,0.564,3.25456399925289e-17
Clay,0.565,2.32857168097991e-17
Clay,0.566,1.40257936270693e-17
Clay,0.567,4.76587044433954e-18
Clay,0.568,0
Clay,0.569,0
Clay,0.57,0
Clay,0.571,0
Clay,0.572,1.38994880332923e-17
Clay,0.573,3.82235920915499e-17
Clay,0.574,6.25476961498074e-17
Clay,0.575,8.6871800208065e-17
Clay,0.576,8.49573998913625e-17
Clay,0.577,6.93771118793744e-17
Clay,0.578,5.3796823867388e-17
Clay,0.579,3.82165358553998e-17
Clay,0.58,2.77201213208541e-17
Clay,0.581,1.89763052745847e-17
Clay,0.582,1.02324892283153e-17
Clay,0.583,1.48867318204591e-18
Clay,0.584,1.51545360443343e-17
Clay,0.585,3.34186113241808e-17
Clay,0.586,5.16826866040272e-17
Clay,0.587,6.99467618838737e-17
Clay,0.588,6.46012917503223e-17
Clay,0.589,5.70865685125485e-17
Clay,0.59,4.95718452747747e-17
Clay,0.591,4.20531474555167e-17
Clay,0.592,3.25074130793389e-17
Clay,0.593,2.29616787031612e-17
Clay,0.594,1.34159443269834e-17
Clay,0.595,4.60483862392262e-18
Clay,0.596,3.40122095802775e-18
Clay,0.597,2.19760329213289e-18
Clay,0.598,9.93985626238018e-19
Clay,0.599,2.8050250447465e-18
Clay,0.6,1.89102812005373e-17
Clay,0.601,3.5015537356328e-17
Clay,0.602,5.11207935121188e-17
Clay,0.603,7.56019979623354e-17
Clay,0.604,1.23888529144077e-16
Clay,0.605,1.72175060325818e-16
Clay,0.606,2.20461591507559e-16
Clay,0.607,2.44175082202101e-16
Clay,0.608,2.21519106666565e-16
Clay,0.609,1.98863131131028e-16
Clay,0.61,1.76207155595492e-16
Clay,0.611,1.53227868899604e-16
Clay,0.612,1.29824327739905e-16
Clay,0.613,1.06420786580207e-16
Clay,0.614,8.30172454205084e-17
Clay,0.615,8.63702868066352e-17
Clay,0.616,1.14561514254167e-16
Clay,0.617,1.42752741701699e-16
Clay,0.618,1.70943969149231e-16
Clay,0.619,1.83188201489302e-16
Clay,0.62,1.85007537351359e-16
Clay,0.621,1.86826873213416e-16
Clay,0.622,1.88646209075472e-16
Clay,0.623,1.67265623885943e-16
Clay,0.624,1.35500938055762e-16
Clay,0.625,1.03736252225581e-16
Clay,0.626,7.19715663954006e-17
Clay,0.627,5.2005423559868e-17
Clay,0.628,3.54272754381631e-17
Clay,0.629,1.88491273164583e-17
Clay,0.63,2.27097919475344e-18
Clay,0.631,6.59948257145586e-18
Clay,0.632,1.42465020590155e-17
Clay,0.633,2.18935215465751e-17
Clay,0.634,2.95405410341347e-17
Clay,0.635,7.35620519400414e-17
Clay,0.636,1.19533535581775e-16
Clay,0.637,1.65505019223509e-16
Clay,0.638,2.10420445937634e-16
Clay,0.639,2.2641164680116e-16
Clay,0.64,2.42402847664685e-16
Clay,0.641,2.58394048528211e-16
Clay,0.642,2.68601835488428e-16
Clay,0.643,2.36926512084377e-16
Clay,0.644,2.05251188680325e-16
Clay,0.645,1.73575865276274e-16
Clay,0.646,1.443289794299e-16
Clay,0.647,1.24360557836917e-16
Clay,0.648,1.04392136243933e-16
Clay,0.649,8.44237146509497e-17
Clay,0.65,6.90050467409812e-17
Clay,0.651,6.45361193614655e-17
Clay,0.652,6.00671919819499e-17
Clay,0.653,5.55982646024342e-17
Clay,0.654,6.62376619189626e-17
Clay,0.655,1.0156437330067e-16
Clay,0.656,1.36891084682377e-16
Clay,0.657,1.72217796064085e-16
Clay,0.658,2.07632033792004e-16
Clay,0.659,2.43146669387636e-16
Clay,0.66,2.78661304983269e-16
Clay,0.661,3.14175940578902e-16
Clay,0.662,3.25169993239103e-16
Clay,0.663,3.16251941316991e-16
Clay,0.664,3.07333889394879e-16
Clay,0.665,2.98415837472768e-16
Clay,0.666,2.92648501476129e-16
Clay,0.667,2.88669148443333e-16
Clay,0.668,2.84689795410537e-16
Clay,0.669,2.80710442377741e-16
Clay,0.67,3.16781884686009e-16
Clay,0.671,3.68115927381e-16
Clay,0.672,4.19449970075992e-16
Clay,0.673,4.70784012770983e-16
Clay,0.674,4.49825667856191e-16
Clay,0.675,4.11929251448294e-16
Clay,0.676,3.74032835040397e-16
Clay,0.677,3.36136418632501e-16
Clay,0.678,3.06613730242496e-16
Clay,0.679,2.78060054046702e-16
Clay,0.68,2.49506377850907e-16
Clay,0.681,2.20952701655112e-16
Clay,0.682,1.87441094462385e-16
Clay,0.683,1.5384060006055e-16
Clay,0.684,1.20240105658715e-16
Clay,0.685,9.02054374145787e-17
Clay,0.686,1.08666004915077e-16
Clay,0.687,1.27126572415575e-16
Clay,0.688,1.45587139916072e-16
Clay,0.689,1.68772646616782e-16
Clay,0.69,2.17795795526223e-16
Clay,0.691,2.66818944435664e-16
Clay,0.692,3.15842093345106e-16
Clay,0.693,3.53773487750275e-16
Clay,0.694,3.5671625819077e-16
Clay,0.695,3.59659028631265e-16
Clay,0.696,3.62601799071759e-16
Clay,0.697,3.46464472917188e-16
Clay,0.698,2.91024432818306e-16
Clay,0.699,2.35584392719424e-16
Clay,0.7,1.80144352620542e-16
Clay,0.701,1.7915704228746e-16
Clay,0.702,2.55590674749319e-16
Clay,0.703,3.32024307211178e-16
Clay,0.704,4.08457939673038e-16
Clay,0.705,4.26996469988056e-16
Clay,0.706,3.87412858539988e-16
Clay,0.707,3.4782924709192e-16
Clay,0.708,3.08245635643852e-16
Clay,0.709,2.80806055904933e-16
Clay,0.71,2.61976960187216e-16
Clay,0.711,2.43147864469498e-16
Clay,0.712,2.24318768751781e-16
Clay,0.713,2.42928481054741e-16
Clay,0.714,2.79875568714767e-16
Clay,0.715,3.16822656374794e-16
Clay,0.716,3.5376974403482e-16
Clay,0.717,3.81634150862556e-16
Clay,0.718,4.06588344710438e-16
Clay,0.719,4.31542538558319e-16
Clay,0.72,4.564967324062e-16
Clay,0.721,4.35701706006018e-16
Clay,0.722,4.06414944989026e-16
Clay,0.723,3.77128183972035e-16
Clay,0.724,3.47841422955043e-16
Clay,0.725,3.9794538444611e-16
Clay,0.726,4.54066327011469e-16
Clay,0.727,5.10187269576829e-16
Clay,0.728,5.65476621387644e-16
Clay,0.729,5.68479704506502e-16
Clay,0.73,5.71482787625361e-16
Clay,0.731,5.7448587074422e-16
Clay,0.732,5.78583183547738e-16
Clay,0.733,5.92339177606217e-16
Clay,0.734,6.06095171664697e-16
Clay,0.735,6.19851165723176e-16
Clay,0.736,6.32021174187037e-16
Clay,0.737,6.37335099090825e-16
Clay,0.738,6.42649023994613e-16
Clay,0.739,6.47962948898401e-16
Clay,0.74,6.58113585958977e-16
Clay,0.741,6.81081510235038e-16
Clay,0.742,7.04049434511099e-16
Clay,0.743,7.2701735878716e-16
Clay,0.744,6.7916685185314e-16
Clay,0.745,5.05459676409919e-16
Clay,0.746,3.31752500966698e-16
Clay,0.747,1.58045325523477e-16
Clay,0.748,8.07023908515352e-17
Clay,0.749,1.2296945678603e-16
Clay,0.75,1.65236522720525e-16
Clay,0.751,2.0750358865502e-16
Clay,0.752,2.2807933270816e-16
Clay,0.753,2.295954226082e-16
Clay,0.754,2.3111151250824e-16
Clay,0.755,2.3262760240828e-16
Clay,0.756,2.33530871056435e-16
Clay,0.757,2.3405597469156e-16
Clay,0.758,2.34581078326684e-16
Clay,0.759,2.35106181961809e-16
Clay,0.76,1.9399968302647e-16
Clay,0.761,1.35431039679636e-16
Clay,0.762,7.68623963328013e-17
Clay,0.763,1.8293752985967e-17
Clay,0.764,3.10072656244355e-17
Clay,0.765,6.25999631401935e-17
Clay,0.766,9.41926606559514e-17
Clay,0.767,1.25785358171709e-16
Clay,0.768,1.65042279959612e-16
Clay,0.769,2.05376983285784e-16
Clay,0.77,2.45711686611956e-16
Clay,0.771,2.86046389938128e-16
Clay,0.772,2.53425826732845e-16
Clay,0.773,2.17987885348506e-16
Clay,0.774,1.82549943964168e-16
Clay,0.775,1.47139422698776e-16
Clay,0.776,1.12261948545698e-16
Clay,0.777,7.73844743926199e-17
Clay,0.778,4.25070002395419e-17
Clay,0.779,1.44327453215726e-17
Clay,0.78,2.99385324603605e-17
Clay,0.781,4.54443195991483e-17
Clay,0.782,6.09501067379361e-17
Clay,0.783,6.99229670646183e-17
Clay,0.784,5.58860497699113e-17
Clay,0.785,4.18491324752043e-17
Clay,0.786,2.78122151804973e-17
Clay,0.787,1.98579183548658e-17
Clay,0.788,2.5618574688801e-17
Clay,0.789,3.13792310227362e-17
Clay,0.79,3.71398873566714e-17
Clay,0.791,4.8964632903115e-17
Clay,0.792,7.01419538519317e-17
Clay,0.793,9.13192748007485e-17
Clay,0.794,1.12496595749565e-16
Clay,0.795,1.2117640960649e-16
Clay,0.796,1.16287501477936e-16
Clay,0.797,1.11398593349383e-16
Clay,0.798,1.06509685220829e-16
Clay,0.799,1.22025120613965e-16
Clay,0.8,1.53214480788462e-16
Clay,0.801,1.84403840962959e-16
Clay,0.802,2.15593201137456e-16
Clay,0.803,1.97397726957804e-16
Clay,0.804,1.52804353333604e-16
Clay,0.805,1.08210979709404e-16
Clay,0.806,6.36176060852032e-17
Clay,0.807,4.21361999775395e-17
Clay,0.808,2.88696576555904e-17
Clay,0.809,1.56031153336413e-17
Clay,0.81,2.33657301169227e-18
Clay,0.811,0
Clay,0.812,0
Clay,0.813,0
Clay,0.814,0
Clay,0.815,0
Clay,0.816,0
Clay,0.817,0
Clay,0.818,0
Clay,0.819,0
Clay,0.82,0
Clay,0.821,0
Clay,0.822,0
Clay,0.823,0
Clay,0.824,0
Clay,0.825,0
Clay,0.826,0
Clay,0.827,0
Clay,0.828,0
Clay,0.829,0
Clay,0.83,9.8248254576488e-18
Clay,0.831,4.84439470642352e-17
Clay,0.832,8.70630686708215e-17
Clay,0.833,1.25682190277408e-16
Clay,0.834,1.45787148261356e-16
Clay,0.835,1.30034214631357e-16
Clay,0.836,1.14281281001359e-16
Clay,0.837,9.85283473713604e-17
Clay,0.838,8.06630623169293e-17
Clay,0.839,5.99586994305773e-17
Clay,0.84,3.92543365442253e-17
Clay,0.841,1.85499736578733e-17
Clay,0.842,7.35274365328762e-18
Clay,0.843,5.19091856305172e-18
Clay,0.844,3.02909347281582e-18
Clay,0.845,8.67268382579915e-19
Clay,0.846,0
Clay,0.847,0
Clay,0.848,0
Clay,0.849,0
Clay,0.85,0
Clay,0.851,0
Clay,0.852,0
Clay,0.853,0
Clay,0.854,0
Clay,0.855,0
Clay,0.856,0
Clay,0.857,0
Clay,0.858,0
Clay,0.859,0
Clay,0.86,0
Clay,0.861,0
Clay,0.862,0
Clay,0.863,0
Clay,0.864,0
Clay,0.865,0
Clay,0.866,0
Clay,0.867,0
Clay,0.868,0
Clay,0.869,0
Clay,0.87,0
Clay,0.871,0
Clay,0.872,0
Clay,0.873,0
Clay,0.874,0
Clay,0.875,0
Clay,0.876,0
Clay,0.877,3.16113314765908e-18
Clay,0.878,1.41498340895197e-17
Clay,0.879,2.51385350313803e-17
Clay,0.88,3.61272359732409e-17
Clay,0.881,4.32902415405363e-17
Clay,0.882,4.4043705119033e-17
Clay,0.883,4.47971686975298e-17
Clay,0.884,4.55506322760265e-17
Clay,0.885,4.34085534112299e-17
Clay,0.886,3.78657523577151e-17
Clay,0.887,3.23229513042004e-17
Clay,0.888,2.67801502506856e-17
Clay,0.889,2.66728969760237e-17
Clay,0.89,3.1085525725353e-17
Clay,0.891,3.54981544746822e-17
Clay,0.892,3.99107832240115e-17
Clay,0.893,4.55308245499856e-17
Clay,0.894,5.18536323292387e-17
Clay,0.895,5.81764401084919e-17
Clay,0.896,6.44992478877451e-17
Clay,0.897,6.69496508667702e-17
Clay,0.898,6.7880636158513e-17
Clay,0.899,6.88116214502557e-17
Clay,0.9,6.97426067419985e-17
Clay,0.901,5.55552501395477e-17
Clay,0.902,3.76894648523799e-17
Clay,0.903,1.98236795652122e-17
Clay,0.904,1.95789427804442e-18
Clay,0.905,0
Clay,0.906,0
Clay,0.907,0
Clay,0.908,0
Clay,0.909,0
Clay,0.91,0
Clay,0.911,0
Clay,0.912,0
Clay,0.913,0
Clay,0.914,0
Clay,0.915,0
Clay,0.916,0
Clay,0.917,0
Clay,0.918,0
Clay,0.919,0
Clay,0.92,0
Clay,0.921,0
Clay,0.922,0
Clay,0.923,0
Clay,0.924,0
Clay,0.925,0
Clay,0.926,0
Clay,0.927,0
Clay,0.928,0
Clay,0.929,0
Clay,0.93,0
Clay,0.931,0
Clay,0.932,0
Clay,0.933,0
Clay,0.934,0
Clay,0.935,0
Clay,0.936,0
Clay,0.937,0
Clay,0.938,0
Clay,0.939,0
Clay,0.94,0
Clay,0.941,0
Clay,0.942,0
Clay,0.943,0
Clay,0.944,0
Clay,0.945,0
Clay,0.946,0
Clay,0.947,0
Clay,0.948,0
Clay,0.949,0
Clay,0.95,0
Clay,0.951,0
Clay,0.952,0
Clay,0.953,0
Clay,0.954,0
Clay,0.955,0
Clay,0.956,0
Clay,0.957,0
Clay,0.958,0
Clay,0.959,0
Clay,0.96,0
Clay,0.961,0
Clay,0.962,0
Clay,0.963,1.43036150893117e-15
Clay,0.964,9.28965969241229e-15
Clay,0.965,1.71489578758934e-14
Clay,0.966,2.50082560593745e-14
Clay,0.967,8.99591355256561e-13
Clay,0.968,4.14026716670985e-12
Clay,0.969,7.38094297816313e-12
Clay,0.97,1.06216187896164e-11
Clay,0.971,1.96215194668548e-10
Clay,0.972,7.14275383930134e-10
Clay,0.973,1.23233557319172e-09
Clay,0.974,1.75039576245331e-09
Clay,0.975,1.67487462425651e-08
Clay,0.976,5.01531546034885e-08
Clay,0.977,8.3557562964412e-08
Clay,0.978,1.16961971325335e-07
Clay,0.979,6.31581184094509e-07
Clay,0.98,1.57911483056919e-06
Clay,0.981,2.52664847704386e-06
Clay,0.982,3.47418212351854e-06
Clay,0.983,1.21659318035392e-05
Clay,0.984,2.57565785271442e-05
Clay,0.985,3.93472252507491e-05
Clay,0.986,5.2937871974354e-05
Clay,0.987,0.000129778775111743
Clay,0.988,0.000233904102584485
Clay,0.989,0.000338029430057227
Clay,0.99,0.000442154757529969
Clay,0.991,0.000761068449389575
Clay,0.992,0.00113890164270192
Clay,0.993,0.00151673483601427
Clay,0.994,0.00189456802932661
Clay,0.995,0.00239883643052386
Clay,0.996,0.00292185701985683
Clay,0.997,0.00344487760918981
Clay,0.998,0.00396789819852279
Clay,0.999,0.00403255130899909
Clay,1,0.00407658256971091
Clay,1.001,0.00412061383042273
Clay,1.002,0.00414539212791222
Clay,1.003,0.00374222956105156
Clay,1.004,0.00333906699419081
Clay,1.005,0.00293590442733015
Clay,1.006,0.00254557009991881
Clay,1.007,0.00224172920515875
Clay,1.008,0.00193788831039863
Clay,1.009,0.00163404741563857
Clay,1.01,0.00136172676376675
Clay,1.011,0.00120431172460596
Clay,1.012,0.00104689668544513
Clay,1.013,0.000889481646284329
Clay,1.014,0.000786503578619528
Clay,1.015,0.000809720308513746
Clay,1.016,0.000832937038407969
Clay,1.017,0.000856153768302188
Clay,1.018,0.00093747574471789
Clay,1.019,0.00111065096437204
Clay,1.02,0.00128382618402624
Clay,1.021,0.00145700140368039
Clay,1.022,0.00158484684844791
Clay,1.023,0.00166230506410587
Clay,1.024,0.00173976327976386
Clay,1.025,0.00181722149542182
Clay,1.026,0.00190118483213612
Clay,1.027,0.00199026583401715
Clay,1.028,0.00207934683589815
Clay,1.029,0.00216842783777917
Clay,1.03,0.00245984746033797
Clay,1.031,0.00286224675060205
Clay,1.032,0.00326464604086603
Clay,1.033,0.0036670453311301
Clay,1.034,0.00418972528031957
Clay,1.035,0.00475646525697654
Clay,1.036,0.00532320523363339
Clay,1.037,0.00588994521029036
Clay,1.038,0.00650872746608879
Clay,1.039,0.00713908850648107
Clay,1.04,0.00776944954687321
Clay,1.041,0.00839981058726549
Clay,1.042,0.00941619390923026
Clay,1.043,0.0104735189883318
Clay,1.044,0.011530844067433
Clay,1.045,0.0125881691465346
Clay,1.046,0.0141043510854154
Clay,1.047,0.0156250671829901
Clay,1.048,0.0171457832805645
Clay,1.049,0.0186538566579442
Clay,1.05,0.0200089207037327
Clay,1.051,0.0213639847495216
Clay,1.052,0.0227190487953102
Clay,1.053,0.0240232622467443
Clay,1.054,0.0250652581754813
Clay,1.055,0.0261072541042186
Clay,1.056,0.0271492500329557
Clay,1.057,0.0284655791854654
Clay,1.058,0.0306113883216647
Clay,1.059,0.0327571974578645
Clay,1.06,0.0349030065940638
Clay,1.061,0.0378833588921429
Clay,1.062,0.0425230367752454
Clay,1.063,0.0471627146583489
Clay,1.064,0.0518023925414514
Clay,1.065,0.0568699108008002
Clay,1.066,0.0625264558106997
Clay,1.067,0.0681830008206004
Clay,1.068,0.0738395458304998
Clay,1.069,0.0797559727982482
